BlockId, ParentId, creatorId, Arrival Time, Depth, Block-Size
ed95221a5f71f25fdd3321f17b02a092910a3064545278802c3db23fbe62f0ff, 4083c7d51f616a827b247c9c0ea010ecca0f8af07fdadc359251a953074c520b, 30, 259.06, 27, 1408
e597ea29cf9d215d824b122595ffdd289ab8c870d9998cf104be449c03c733ab, ed95221a5f71f25fdd3321f17b02a092910a3064545278802c3db23fbe62f0ff, 10, 302.61, 28, 1288
5d4a7a58493fc88e88711dc5e497c99e2aba1725651d683005f73c91b18f5403, e597ea29cf9d215d824b122595ffdd289ab8c870d9998cf104be449c03c733ab, 17, 314.50, 29, 1832
be404ef0b8e683a03bed23708262aad83fb5fc5a0824dd6f40d0442c50535db3, e597ea29cf9d215d824b122595ffdd289ab8c870d9998cf104be449c03c733ab, 44, 315.96, 29, 1888
977a26fb152a3949ec1684e618cee82c5fe53d05a4fd25ab707c85de4baea95f, 5d4a7a58493fc88e88711dc5e497c99e2aba1725651d683005f73c91b18f5403, 37, 324.11, 30, 1712
ead3e8593bdf23f5f6750eada5cce7e1e01f7010c8b458db13b34babc71f4764, 977a26fb152a3949ec1684e618cee82c5fe53d05a4fd25ab707c85de4baea95f, 32, 342.92, 31, 1432
8cf6735cddcdfd412c136aaa5894f376ae176a5ce897dddbbeba33223a08e485, ead3e8593bdf23f5f6750eada5cce7e1e01f7010c8b458db13b34babc71f4764, 8, 348.38, 32, 1608
5a478472aa34e5433dcdd964eb11b32b27faca7ac9f5aef919faa3104e6f0be7, 8cf6735cddcdfd412c136aaa5894f376ae176a5ce897dddbbeba33223a08e485, 32, 359.79, 33, 1280
c3584a219be89c3817855c27bc300bfbd12d2a5db0c2bb4288c235e3163c96ba, 5a478472aa34e5433dcdd964eb11b32b27faca7ac9f5aef919faa3104e6f0be7, 47, 375.13, 34, 1432
b4f691a353e2f99a1a87ade935e94da849902502d06a96cde38bdb5db59979de, c3584a219be89c3817855c27bc300bfbd12d2a5db0c2bb4288c235e3163c96ba, 43, 378.31, 35, 1496
41b469d5c0fbc3bad147aac69c506f2e70688ab6a04f6865869534db26053451, c3584a219be89c3817855c27bc300bfbd12d2a5db0c2bb4288c235e3163c96ba, 6, 380.27, 35, 1496
26472cf2067d3e10774a3c445a036666148fad34ab271f3c77e1d1a2aaefb9f4, b4f691a353e2f99a1a87ade935e94da849902502d06a96cde38bdb5db59979de, 40, 405.30, 36, 1568
0325ad8479d8f0dcbe980f68d44cb21f69acb566e6b495edaf03406ff2a295ff, 26472cf2067d3e10774a3c445a036666148fad34ab271f3c77e1d1a2aaefb9f4, 12, 420.89, 37, 1688
b777d0e9e21a9809c240b7f00ea37dca3dd85ccb86a3f15659991fe770ca3949, 0325ad8479d8f0dcbe980f68d44cb21f69acb566e6b495edaf03406ff2a295ff, 42, 431.03, 38, 1592
